repo,n_classes,cbo_mean,cbo_median,cbo_std,dit_mean,dit_median,dit_std,lcom_mean,lcom_median,lcom_std
lcodecorex/TwinklingRefreshLayout,151,4.284768,2.000000,4.778253,1.370861,1.000000,0.659453,36.271523,0.000000,214.684945
alibaba/fastjson2,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
bitcoin-wallet/bitcoin-wallet,387,7.532300,4.000000,9.777624,1.713178,1.000000,1.121115,5.413437,0.000000,21.751175
rovo89/XposedInstaller,203,4.896552,2.000000,6.770213,1.418719,1.000000,0.854252,8.517241,0.000000,29.794900
syncthing/syncthing-android,142,6.514085,2.500000,9.144029,1.690141,1.000000,1.124726,9.049296,0.000000,24.889921
LibrePDF/OpenPDF,1745,5.935244,4.000000,7.797159,1.859026,1.000000,5.804109,91.471633,1.000000,594.684627
torakiki/pdfsam,641,6.951638,5.000000,6.468131,1.404056,1.000000,0.992432,4.834633,0.000000,21.875517
googlesamples/mlkit,191,7.670157,5.000000,8.213666,1.534031,1.000000,0.670933,8.115183,0.000000,32.984005
Querz/mcaselector,531,6.847458,5.000000,7.048169,2.436911,1.000000,3.079646,22.178908,1.000000,161.636233
jetty/jetty.project,14962,5.577530,4.000000,6.533040,1.632536,1.000000,1.550127,25.371608,0.000000,247.114431
vipulasri/Timeline-View,2,9.000000,9.000000,8.485281,1.500000,1.500000,0.707107,453.500000,453.500000,639.931637
sofastack/sofa-rpc,1528,5.221204,3.000000,5.498421,1.321990,1.000000,0.625574,24.512435,0.000000,128.450439
M66B/FairEmail,4240,4.726179,2.000000,7.897179,1.271226,1.000000,0.796028,33.514623,0.000000,506.517045
react-native-share/react-native-share,41,5.585366,3.000000,4.919226,2.073171,2.000000,0.905269,8.609756,8.000000,11.370748
iterate-ch/cyberduck,7507,6.464367,4.000000,8.993004,1.353270,1.000000,0.768165,65.520048,0.000000,1015.357819
mpusher/mpush,398,4.731156,3.000000,5.322883,1.344221,1.000000,0.695146,24.565327,1.000000,171.614293
watabou/pixel-dungeon,839,5.723480,4.000000,7.322754,2.544696,2.000000,1.651669,12.423123,1.000000,61.687940
roboguice/roboguice,3335,4.499550,3.000000,6.404289,1.222789,1.000000,1.021583,7.127736,0.000000,70.398083
kubernetes-client/java,11705,6.967364,6.000000,9.653142,1.601538,1.000000,2.614363,192.159590,1.000000,1945.201523
spotbugs/spotbugs,5270,4.083302,2.000000,7.737490,1.368691,1.000000,0.868966,25.773435,0.000000,367.569362
camunda/camunda,14895,7.191541,5.000000,9.025323,1.392615,1.000000,1.019285,28.684592,1.000000,189.715226
Atmosphere/atmosphere,741,5.496626,3.000000,6.644571,1.307692,1.000000,0.808608,55.025641,1.000000,591.173940
ageerle/ruoyi-ai,864,6.346065,4.000000,6.780239,1.283565,1.000000,0.671836,12.857639,0.000000,53.998492
rbmonster/learning-note,658,2.194529,2.000000,2.411635,1.173252,1.000000,0.546539,2.893617,0.000000,21.749597
apache/kylin,4765,7.797062,5.000000,9.657840,1.499056,1.000000,0.836214,137.610493,1.000000,5212.108413
javahuang/SurveyKing,400,5.175000,3.000000,8.653704,1.230000,1.000000,0.541140,7.825000,0.000000,38.634907
dingjikerbo/Android-BluetoothKit,241,4.074689,2.000000,5.431642,1.240664,1.000000,0.508435,18.701245,0.000000,75.066484
coderbruis/JavaSourceCodeLearning,317,2.854890,2.000000,2.962490,1.258675,1.000000,0.473302,3.138801,0.000000,9.482478
helidon-io/helidon,9836,5.594449,4.000000,5.672589,1.437170,1.000000,1.103775,27.436865,1.000000,302.919463
tchiotludo/akhq,305,8.203279,6.000000,7.888073,1.291803,1.000000,0.528869,29.009836,0.000000,147.832041
uncle-novel/uncle-novel,269,7.289963,5.000000,8.771431,1.657993,1.000000,0.847594,10.416357,0.000000,35.715573
FasterXML/jackson-databind,5236,3.773491,2.000000,5.577745,1.710466,1.000000,1.785170,24.213331,0.000000,422.142517
WVector/AppUpdate,64,4.437500,3.000000,6.012883,1.156250,1.000000,0.407031,37.140625,1.000000,112.162562
spring-io/initializr,738,5.906504,4.000000,5.998931,1.266938,1.000000,0.625567,33.733062,1.000000,172.492976
OpenHFT/Chronicle-Queue,499,5.494990,4.000000,6.248652,1.591182,1.000000,0.857990,177.400802,0.000000,2216.008997
LinShunKang/MyPerf4J,306,4.101307,3.000000,4.463278,1.173203,1.000000,0.379042,10.611111,1.000000,40.439906
andremion/Music-Player,32,4.406250,3.500000,3.679581,1.750000,2.000000,0.803219,5.031250,0.500000,9.766580
lsjwzh/RecyclerViewPager,71,4.309859,2.000000,4.278156,1.492958,1.000000,0.714608,9.971831,0.000000,59.924470
Netflix/maestro,1028,8.390078,6.000000,8.131501,1.619650,1.000000,0.892620,28.933852,0.000000,383.657045
dropbox/hackpad,619,5.088853,3.000000,7.136681,1.806139,1.000000,1.361001,152.298869,1.000000,963.645495
1024-lab/smart-admin,572,6.414336,4.000000,5.989308,1.227273,1.000000,0.435819,3.790210,0.000000,19.186833
alibaba/Alink,8181,6.437599,5.000000,6.235824,1.626574,1.000000,0.999767,34.702726,0.000000,236.706346
phodal/migration,12,1.416667,1.000000,0.668558,1.000000,1.000000,0.000000,0.083333,0.000000,0.288675
TNG/ArchUnit,3672,3.609749,2.000000,7.094063,1.275327,1.000000,1.047840,39.495915,0.000000,483.882911
RikkaApps/Sui,89,4.932584,3.000000,5.724345,1.179775,1.000000,0.414559,14.550562,1.000000,66.219334
woxingxiao/BubbleSeekBar,30,4.900000,2.000000,6.885016,1.300000,1.000000,0.534983,91.700000,1.000000,427.334170
getActivity/Toaster,36,4.527778,3.000000,4.423871,1.333333,1.000000,0.676123,38.805556,0.500000,107.000886
guolindev/giffun,478,5.382845,3.000000,6.834206,1.278243,1.000000,0.663505,25.338912,1.000000,126.866237
eclipse-openj9/openj9,7204,3.427263,2.000000,5.115423,1.536091,1.000000,1.381218,110.977374,0.000000,2142.747187
aws/aws-sdk-java,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
xkcoding/spring-boot-demo,482,5.051867,4.000000,4.002001,1.130705,1.000000,0.488465,2.321577,0.000000,9.814830
alibaba/spring-cloud-alibaba,596,5.810403,5.000000,4.829457,1.110738,1.000000,0.354304,29.612416,0.000000,309.962431
alibaba/canal,1049,5.814109,4.000000,6.451578,1.380362,1.000000,0.822649,77.356530,1.000000,467.412935
conductor-oss/conductor,837,7.787336,6.000000,8.452099,1.271207,1.000000,0.546231,91.492234,0.000000,620.146089
alibaba/fastjson,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
SeleniumHQ/selenium,1869,5.961477,4.000000,7.241595,1.382022,1.000000,1.066131,32.738898,1.000000,290.594601
apache/flink,24335,7.154058,5.000000,8.639087,1.639408,1.000000,1.836822,34.943168,1.000000,1188.943969
Netflix/Hystrix,2005,3.340648,2.000000,5.187903,1.570075,1.000000,3.592060,20.253865,0.000000,385.241306
alibaba/Sentinel,1514,4.418758,3.000000,4.508090,1.180317,1.000000,0.656340,12.483487,0.000000,46.736978
CodePhiliaX/Chat2DB,1045,6.086124,4.000000,7.029375,1.266029,1.000000,0.560552,16.489952,0.000000,84.836642
LSPosed/LSPosed,427,5.522248,3.000000,7.247233,1.646370,1.000000,1.286990,48.114754,0.000000,319.849251
kunal-kushwaha/DSA-Bootcamp-Java,253,1.268775,1.000000,1.240397,1.083004,1.000000,0.340733,3.501976,1.000000,11.010682
OpenAPITools/openapi-generator,4339,5.179995,4.000000,6.074200,1.233233,1.000000,0.662847,83.698548,0.000000,1067.235789
mybatis/mybatis-3,1744,3.538991,2.000000,4.942199,1.239679,1.000000,0.781974,20.951835,0.000000,249.291160
apache/kafka,8477,7.797216,4.000000,13.443142,1.436475,1.000000,1.098663,63.117023,0.000000,1084.563712
dromara/Sa-Token,748,4.506684,3.000000,4.382173,1.223262,1.000000,0.779348,61.145722,1.000000,701.529189
ashishps1/awesome-low-level-design,792,2.628788,2.000000,2.549352,1.138889,1.000000,0.433610,3.051768,0.000000,11.120696
justauth/JustAuth,198,5.510101,2.000000,6.031844,1.343434,1.000000,0.581642,12.984848,6.000000,19.531954
JetBrains/intellij-community,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
google/ExoPlayer,3281,7.587931,5.000000,8.947627,1.295032,1.000000,1.015791,52.220055,0.000000,493.138640
material-components/material-components-android,2061,7.130519,4.000000,8.313047,1.537603,1.000000,0.982452,92.019893,1.000000,944.557092
shuzheng/zheng,509,4.530452,3.000000,5.718250,1.408644,1.000000,0.492067,340.856582,0.000000,1786.342918
dyc87112/SpringBoot-Learning,269,4.453532,4.000000,2.984205,1.026022,1.000000,0.181390,1.453532,0.000000,7.194180
thingsboard/thingsboard,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Konloch/bytecode-viewer,414,4.736715,3.000000,6.320017,2.053140,1.000000,1.839064,13.688406,0.000000,59.061154
hdodenhof/CircleImageView,3,11.000000,5.000000,13.076697,2.333333,2.000000,0.577350,178.666667,0.000000,309.459744
GoogleContainerTools/jib,704,7.062500,5.000000,7.496917,1.221591,1.000000,0.646065,17.071023,0.000000,73.046551
arduino/Arduino,450,4.131111,2.000000,6.051609,1.768889,1.000000,1.922765,32.722222,0.000000,208.261027
Curzibn/Luban,29,2.965517,1.000000,4.814285,1.172414,1.000000,0.384426,10.862069,1.000000,24.928074
janishar/mit-deep-learning-book-pdf,1,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
apache/dolphinscheduler,2767,6.531623,5.000000,6.558678,1.378388,1.000000,0.682608,11.458981,0.000000,56.667910
prestodb/presto,12499,8.763421,6.000000,12.085481,1.373950,1.000000,0.923206,77.281383,1.000000,1391.403217
languagetool-org/languagetool,2607,5.213656,4.000000,6.083709,1.570004,1.000000,0.956252,55.168009,1.000000,396.086973
macrozheng/mall-learning,249,4.971888,3.000000,4.524487,1.104418,1.000000,0.306418,229.510040,0.000000,1250.418376
alibaba/COLA,559,4.329159,3.000000,4.515095,1.327370,1.000000,0.714784,4.974955,0.000000,18.320311
Netflix/conductor,664,7.498494,5.000000,8.250234,1.254518,1.000000,0.562780,78.674699,0.000000,646.673280
daimajia/AndroidSwipeLayout,74,3.716216,2.000000,4.944958,1.324324,1.000000,0.599271,58.905405,0.000000,480.284395
Yalantis/uCrop,77,6.337662,3.000000,8.658142,1.363636,1.000000,0.841507,28.909091,1.000000,81.545141
apache/pulsar,7418,6.868428,4.000000,10.075096,1.705581,1.000000,3.737024,85.212187,0.000000,1390.359464
macrozheng/mall-swarm,764,3.787958,3.000000,4.729879,1.231675,1.000000,0.434419,1106.229058,13.000000,8134.410503
frank-lam/fullstack-tutorial,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
newbee-ltd/newbee-mall,89,5.033708,2.000000,6.245816,1.067416,1.000000,0.447156,34.910112,4.000000,68.175516
permissions-dispatcher/PermissionsDispatcher,119,1.621849,0.000000,3.283218,1.226891,1.000000,0.527819,34.378151,3.000000,327.193381
androidannotations/androidannotations,963,5.957425,4.000000,6.418630,1.683281,1.000000,0.899527,26.098650,1.000000,213.177153
square/javapoet,99,4.505051,2.000000,5.878660,1.151515,1.000000,0.612183,129.848485,0.000000,749.167597
realm/realm-java,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
TooTallNate/Java-WebSocket,261,3.555556,2.000000,4.127042,1.819923,1.000000,1.350977,36.620690,6.000000,184.146278
daniulive/SmarterStreaming,172,3.848837,2.000000,7.190828,1.052326,1.000000,0.223333,71.552326,0.000000,506.263462
microg/GmsCore,1809,5.737424,5.000000,4.965048,1.710337,2.000000,0.908483,14.229409,0.000000,68.816777
grpc/grpc-java,5482,5.600511,3.000000,8.018351,1.393470,1.000000,0.994996,13.493980,0.000000,123.332755
wasabeef/glide-transformations,27,5.555556,5.000000,3.355057,2.148148,2.000000,0.769800,2.777778,0.000000,4.534766
Activiti/Activiti,3407,5.801878,4.000000,8.607601,1.530966,1.000000,0.901894,89.410919,1.000000,1571.656774
SonarSource/sonarqube,8632,7.188021,5.000000,8.630549,1.176205,1.000000,0.519015,26.664736,0.000000,200.246953
YoKeyword/Fragmentation,284,5.232394,3.000000,5.164660,1.707746,1.000000,1.097287,15.116197,0.000000,102.269394
ksoichiro/Android-ObservableScrollView,335,5.014925,3.000000,4.606337,1.967164,2.000000,1.166702,7.570149,0.000000,30.684999
crossoverJie/cim,202,4.881188,4.000000,4.863893,1.282178,1.000000,0.742846,5.737624,0.000000,16.737228
huanghaibin-dev/CalendarView,176,6.568182,4.000000,7.124678,2.159091,1.000000,1.491970,53.181818,3.000000,390.127951
android/testing-samples,86,5.500000,5.500000,3.547161,1.348837,1.000000,0.526195,3.151163,0.000000,6.805737
didi/VirtualAPK,163,4.895706,3.000000,6.168031,1.613497,1.000000,1.428654,17.576687,1.000000,66.279794
langchain4j/langchain4j,3175,6.081890,4.000000,6.801088,1.183622,1.000000,0.556213,17.540157,1.000000,79.394123
spinnaker/spinnaker,8193,6.596607,5.000000,6.895900,1.570609,1.000000,1.188497,14.253021,0.000000,215.728309
java-native-access/jna,2365,4.874419,3.000000,6.615680,2.532770,2.000000,4.977645,44.932770,0.000000,515.453914
apache/shenyu,3661,5.854411,4.000000,5.856839,1.218793,1.000000,0.547160,17.972412,1.000000,66.959759
airbnb/epoxy,610,7.196721,5.000000,6.334205,1.813115,2.000000,1.072645,138.773770,1.000000,320.179985
junit-team/junit4,1471,3.868117,3.000000,4.187966,1.464310,1.000000,1.050389,12.961251,0.000000,130.539318
StarRocks/starrocks,9539,8.588322,4.000000,18.493929,1.470280,1.000000,1.017993,133.801027,0.000000,3027.775234
awsdocs/aws-doc-sdk-examples,1673,7.039450,5.000000,6.407671,1.040048,1.000000,0.309650,6.187089,1.000000,24.171146
ZCShou/GoGoGo,48,7.708333,4.000000,13.429023,1.458333,1.000000,0.713348,12.875000,1.000000,46.098242
hs-web/hsweb-framework,848,6.163915,4.000000,6.182603,1.344340,1.000000,1.094935,11.175708,0.000000,40.218864
apache/shardingsphere-elasticjob,596,5.463087,4.000000,5.075926,1.154362,1.000000,0.501759,3.192953,0.000000,12.565179
cabaletta/baritone,473,6.697674,4.000000,8.283863,1.386892,1.000000,0.808062,22.114165,1.000000,128.125814
JakeWharton/hugo,7,5.714286,7.000000,4.231402,1.142857,1.000000,0.377964,27.714286,6.000000,43.522846
Netflix/SimianArmy,305,5.845902,4.000000,7.313415,1.422951,1.000000,0.774680,25.160656,3.000000,112.005479
goldze/MVVMHabit,319,3.583072,2.000000,3.826237,1.272727,1.000000,0.652216,15.764890,0.000000,74.055082
HMCL-dev/HMCL,1312,6.808689,4.000000,8.190848,1.692073,1.000000,1.324992,35.884146,1.000000,315.636343
software-mansion/react-native-svg,218,6.545872,5.000000,7.098400,2.646789,1.000000,7.130063,87.935780,1.000000,235.362541
gedoor/MyBookshelf,669,6.334828,4.000000,7.735427,1.469357,1.000000,0.884516,58.662182,1.000000,338.610404
mapstruct/mapstruct,4594,3.825860,2.000000,4.894904,1.168916,1.000000,0.581843,10.468437,0.000000,71.061229
leolin310148/ShortcutBadger,31,5.290323,5.000000,4.591249,1.161290,1.000000,0.454369,3.483871,1.000000,7.531582
gunnarmorling/1brc,600,3.298333,3.000000,2.624400,1.090000,1.000000,0.381413,7.580000,1.000000,23.526923
crazycodeboy/TakePhoto,55,5.054545,2.000000,5.810011,1.254545,1.000000,0.551704,10.890909,1.000000,22.580451
cymcsg/UltimateRecyclerView,382,5.214660,3.000000,6.046278,1.693717,1.000000,1.083356,41.392670,0.000000,268.317070
flowable/flowable-engine,8966,6.606737,4.000000,9.480337,1.664845,1.000000,1.045846,152.269239,1.000000,2937.246692
google/closure-compiler,2679,6.745054,5.000000,8.067279,1.510265,1.000000,1.260574,1274.865622,1.000000,29993.683933
didi/KnowStreaming,934,7.195931,4.000000,8.052291,1.819058,1.000000,1.093889,10.322270,0.000000,44.611578
h2pl/JavaTutorial,3,0.333333,0.000000,0.577350,1.000000,1.000000,0.000000,0.333333,0.000000,0.577350
Meituan-Dianping/walle,94,3.148936,2.000000,4.079736,1.191489,1.000000,0.722549,8.691489,0.500000,23.485079
zo0r/react-native-push-notification,29,6.310345,4.000000,6.876998,1.241379,1.000000,0.435494,15.482759,0.000000,50.250530
CoderLeixiaoshuai/java-eight-part,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
naman14/Timber,453,5.399558,3.000000,6.679893,1.461369,1.000000,0.815467,19.748344,0.000000,171.854830
enso-org/enso,2522,6.375496,5.000000,6.811085,1.693101,1.000000,1.313956,35.943299,1.000000,360.572543
hongyangAndroid/AndroidAutoLayout,78,5.833333,5.000000,4.652654,2.000000,2.000000,0.702500,8.807692,8.000000,16.370751
gzu-liyujiang/AndroidPicker,239,5.435146,3.000000,6.866905,1.644351,1.000000,1.264861,51.715481,0.000000,331.964984
NLPchina/ansj_seg,218,6.316514,4.000000,5.863721,1.188073,1.000000,0.436202,9.633028,0.000000,42.763019
wiremock/wiremock,1299,5.751347,4.000000,6.754710,1.370285,1.000000,0.795254,74.051578,1.000000,729.085382
vinc3m1/RoundedImageView,15,8.400000,9.000000,6.434283,1.800000,2.000000,0.774597,107.466667,0.000000,273.825248
Col-E/Recaf,1537,8.489915,6.000000,8.926060,1.603774,1.000000,1.003152,26.912167,1.000000,166.675468
wasabeef/richeditor-android,43,2.418605,2.000000,2.602495,1.139535,1.000000,0.412968,46.953488,0.000000,305.869016
AsyncHttpClient/async-http-client,579,5.804836,4.000000,6.443385,1.566494,1.000000,0.957749,41.500864,1.000000,247.656353
raphw/byte-buddy,6150,6.147154,4.000000,8.082312,1.615935,1.000000,1.983459,14.865528,0.000000,288.635654
MuntashirAkon/AppManager,1574,7.925667,5.000000,9.161069,1.474587,1.000000,0.750708,74.097840,1.000000,1036.495465
648540858/wvp-GB28181-pro,752,8.243351,5.000000,9.985640,1.293883,1.000000,0.533875,32.115691,0.000000,148.300272
nayuki/QR-Code-generator,19,3.947368,3.000000,3.658683,1.421053,1.000000,1.261207,19.578947,1.000000,26.289660
singwhatiwanna/dynamic-load-apk,62,5.806452,3.000000,6.248511,1.451613,1.000000,0.803219,9.419355,0.000000,30.008495
jetlinks/jetlinks-community,1842,8.780130,6.000000,8.626978,1.277959,1.000000,0.581110,11.758415,1.000000,42.450146
google/physical-web,156,4.788462,3.000000,5.568355,1.288462,1.000000,0.556598,26.711538,0.000000,209.175031
springfox/springfox,1136,5.702465,3.000000,7.651290,1.120599,1.000000,0.396547,23.252641,0.000000,151.292011
logisim-evolution/logisim-evolution,1905,5.961155,4.000000,6.399314,2.428871,2.000000,2.554923,28.233071,1.000000,123.983291
journeyapps/zxing-android-embedded,96,5.437500,4.000000,5.689903,1.364583,1.000000,0.682407,21.916667,1.000000,88.319357
micronaut-projects/micronaut-core,4884,5.757781,4.000000,7.257422,1.323096,1.000000,0.932732,36.266790,0.000000,412.431503
CeuiLiSA/Pixiv-Shaft,1035,4.798068,3.000000,5.836820,1.450242,1.000000,1.113565,25.037681,0.000000,253.763356
apache/hudi,4593,9.206619,6.000000,10.348321,1.583932,1.000000,1.066791,60.975833,1.000000,980.618999
JSQLParser/JSqlParser,815,6.358282,4.000000,13.705367,1.544785,1.000000,0.895056,513.747239,1.000000,8223.244243
TeamAmaze/AmazeFileManager,443,7.306998,4.000000,10.726363,1.449210,1.000000,0.988174,28.880361,1.000000,166.947499
jeequan/jeepay,550,8.852727,7.000000,7.504106,1.783636,2.000000,0.863395,4.290909,0.000000,28.893607
wasabeef/Blurry,14,5.142857,3.500000,4.537996,1.000000,1.000000,0.000000,0.642857,0.000000,1.598420
hanks-zyh/HTextView,91,4.197802,2.000000,4.080359,1.560440,1.000000,0.763163,3.483516,0.000000,8.562661
ZHENFENG13/spring-boot-projects,107,4.327103,3.000000,3.990025,1.074766,1.000000,0.427828,9.074766,1.000000,19.732504
meefik/linuxdeploy,37,7.162162,5.000000,7.451747,1.648649,2.000000,0.483978,35.891892,3.000000,119.325834
Suwayomi/Suwayomi-Server,408,5.551471,2.000000,10.463100,1.625000,1.000000,1.475121,1509.539216,1.000000,21703.833944
danikula/AndroidVideoCache,77,4.831169,3.000000,4.891998,1.493506,1.000000,0.661406,14.324675,1.000000,34.244647
apache/iotdb,8683,8.241737,6.000000,14.460718,1.607279,1.000000,1.017516,107.534262,1.000000,2599.068130
sockeqwe/mosby,662,5.380665,3.000000,5.684077,1.611782,1.000000,1.228278,9.637462,0.000000,27.976027
alibaba/freeline,135,3.800000,3.000000,4.624400,1.607407,1.000000,1.506683,13.866667,1.000000,63.536780
201206030/novel,202,4.415842,2.000000,5.519333,1.069307,1.000000,0.338490,20.485149,0.000000,67.181512
facebookarchive/shimmer-android,7,8.571429,9.000000,6.654751,1.857143,2.000000,0.690066,18.000000,10.000000,24.481285
apache/dubbo-spring-boot-project,89,7.112360,6.000000,4.996449,1.168539,1.000000,0.376465,11.932584,0.000000,71.134923
jgilfelt/SystemBarTint,9,8.000000,7.000000,5.172040,1.777778,2.000000,0.666667,22.555556,1.000000,37.189081
coobird/thumbnailator,223,4.062780,2.000000,4.850523,1.237668,1.000000,0.711563,93.551570,0.000000,853.303113
LFDT-web3j/web3j,1262,4.274168,2.000000,8.765748,1.736926,1.000000,1.683210,35.273376,0.000000,211.484655
CaffeineMC/sodium,665,6.129323,4.000000,6.945450,1.439098,1.000000,2.348347,13.581955,1.000000,62.563628
Yalantis/Side-Menu.Android,18,3.888889,2.000000,5.200553,1.222222,1.000000,0.427793,4.111111,0.000000,10.476241
Doikki/DKVideoPlayer,377,5.326260,2.000000,6.287202,1.591512,1.000000,0.845974,46.753316,0.000000,392.834172
rubenlagus/TelegramBots,761,10.398160,11.000000,6.466549,2.203679,1.000000,1.791585,10.420499,0.000000,81.656432
microsoft/typespec,4171,8.998082,8.000000,7.211335,1.148166,1.000000,0.435376,24.171661,1.000000,133.240461
liquibase/liquibase,1742,6.832951,4.000000,7.595321,1.795637,2.000000,0.914258,65.482778,3.000000,560.214062
remkop/picocli,2940,3.003741,2.000000,4.956598,1.111565,1.000000,1.474451,58.913605,0.000000,970.417667
square/otto,85,2.435294,1.000000,3.129914,1.388235,1.000000,0.874154,3.552941,0.000000,14.621011
Fuzion24/JustTrustMe,27,2.555556,1.000000,4.449143,1.185185,1.000000,0.483341,2.703704,0.000000,9.067333
zhanglei-workspace/shopping-management-system,97,3.515464,3.000000,3.591406,1.360825,1.000000,0.664354,76.329897,3.000000,592.768763
jindrapetrik/jpexs-decompiler,4056,5.872041,3.000000,12.120161,1.923323,1.000000,2.353430,57.625740,1.000000,598.982305
diffplug/spotless,905,4.973481,4.000000,4.257654,1.744751,1.000000,1.279535,13.724862,1.000000,94.831922
baomidou/dynamic-datasource,178,5.112360,4.000000,4.681827,1.140449,1.000000,0.484149,2.359551,0.000000,8.133417
Trinea/android-common,110,4.436364,3.000000,4.228621,1.245455,1.000000,0.623491,43.063636,1.000000,150.884990
tianshiyeben/wgcloud,118,6.042373,3.000000,7.749711,1.194915,1.000000,0.397825,34.542373,9.500000,49.617967
DingMouRen/LayoutManagerGroup,63,4.952381,3.000000,4.327066,1.571429,2.000000,0.530194,9.142857,0.000000,38.801753
vavr-io/vavr,698,8.206304,5.000000,10.537784,1.253582,1.000000,0.873749,1070.457020,1.000000,9125.910356
Devlight/NavigationTabBar,58,4.017241,2.000000,6.010200,1.310345,1.000000,0.568374,57.500000,0.500000,389.275406
LWJGL/lwjgl3,9930,6.762336,6.000000,7.899504,2.376334,2.000000,1.248007,970.636254,91.000000,19646.570882
traex/RippleEffect,19,3.421053,2.000000,5.091559,1.368421,1.000000,0.495595,23.157895,0.000000,98.769801
spring-cloud/spring-cloud-netflix,264,7.208333,6.000000,6.769295,1.215909,1.000000,0.532921,85.806818,0.000000,897.929382
DiUS/java-faker,225,4.115556,4.000000,6.382522,1.448889,1.000000,0.498490,40.746667,0.000000,391.206162
Sayi/poi-tl,525,6.493333,4.000000,7.964045,1.205714,1.000000,0.527458,89.655238,0.000000,1507.196998
mcxiaoke/packer-ng-plugin,31,2.806452,2.000000,2.441575,1.387097,1.000000,0.882323,18.645161,1.000000,41.441966
mock-server/mockserver,1109,7.273219,5.000000,7.594425,1.687106,1.000000,1.113758,95.822362,1.000000,1163.349850
apache/ignite,21069,5.626560,3.000000,8.882398,1.654231,1.000000,1.386831,494.405809,0.000000,64508.438626
spring-cloud/spring-cloud-gateway,1219,6.902379,5.000000,7.577914,1.371616,1.000000,0.782956,16.398687,0.000000,140.475051
apache/maven,3671,5.548352,3.000000,13.712473,1.553528,1.000000,0.836046,46.173522,1.000000,583.277556
apache/hive,20363,6.900211,4.000000,12.700727,1.413151,1.000000,1.171963,94.131415,1.000000,2843.161616
wdullaer/MaterialDateTimePicker,73,6.589041,5.000000,7.414018,1.465753,1.000000,0.625437,127.630137,1.000000,461.745466
spring-attic/spring-security-oauth,999,6.064064,4.000000,6.466183,1.602603,1.000000,1.569765,13.399399,0.000000,72.779237
Heeexy/SpringBoot-Shiro-Vue,27,5.777778,6.000000,4.901596,1.407407,1.000000,0.971092,9.444444,0.000000,30.628460
orientechnologies/orientdb,5049,6.477718,4.000000,9.063976,1.609230,1.000000,0.923158,309.383046,1.000000,15938.013493
zq2599/blog_demos,1819,4.019241,3.000000,4.318732,1.199010,1.000000,0.682952,15.142386,0.000000,120.666056
deepjavalibrary/djl,1666,6.518007,5.000000,5.594933,1.465186,1.000000,0.974905,133.031212,3.000000,1688.242146
rememberber/WePush,276,6.811594,2.500000,7.882363,1.579710,1.000000,1.468761,25.177536,1.000000,111.700448
apache/rocketmq-externals,275,5.749091,4.000000,5.901159,1.250909,1.000000,0.559220,16.450909,0.000000,88.281362
puniverse/quasar,1349,3.386953,2.000000,5.114999,1.497405,1.000000,1.170622,35.997035,0.000000,433.680647
charles2gan/GDA-android-reversing-Tool,16,2.562500,2.500000,1.459166,1.000000,1.000000,0.000000,57.375000,0.000000,228.168030
alibaba/dexposed,36,2.916667,2.000000,3.237062,1.694444,1.000000,1.348426,82.833333,0.000000,424.414252
981011512/--,5069,3.541921,2.000000,7.169478,2.910831,2.000000,52.984726,440.426317,0.000000,5564.685931
Flipboard/bottomsheet,68,4.897059,3.000000,5.907596,1.367647,1.000000,0.667014,27.661765,0.000000,176.515832
JakeWharton/NineOldAndroids,138,4.289855,2.000000,4.358401,1.434783,1.000000,0.714363,30.144928,0.000000,108.071992
phishman3579/java-algorithms-implementation,439,3.710706,3.000000,3.663425,1.583144,1.000000,2.173268,7.050114,0.000000,24.608389
water8394/flink-recommandSystem-demo,77,3.727273,3.000000,3.778876,1.077922,1.000000,0.269807,6.402597,1.000000,15.620718
Ashok-Varma/BottomNavigation,30,7.533333,5.500000,7.815693,1.433333,1.000000,0.727932,69.266667,4.500000,162.135944
IoT-Technology/IoT-Technical-Guide,294,4.085034,3.000000,4.327416,1.248299,1.000000,0.491824,3.163265,0.000000,12.064129
jeasonlzy/ImagePicker,76,5.828947,3.000000,6.270328,1.486842,1.000000,0.774483,23.078947,0.000000,115.569865
go-lang-plugin-org/go-lang-idea-plugin,1132,8.120141,6.000000,8.870403,2.073322,2.000000,1.327434,110.029152,3.000000,2012.336186
failsafe-lib/failsafe,238,6.386555,6.000000,5.354298,2.063025,1.000000,1.743045,19.176471,1.000000,56.378640
ThirtyDegreesRay/OpenHub,656,6.756098,4.000000,7.582319,1.632622,1.000000,1.181577,32.928354,1.000000,130.035659
jlegewie/zotfile,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
h2database/h2database,1674,6.016726,4.000000,10.481804,2.057945,2.000000,1.535275,176.350060,3.000000,1600.458246
jboss-javassist/javassist,1110,3.388288,1.000000,5.896282,1.553153,1.000000,1.354405,43.908108,0.000000,313.852030
